HarvestYear,ID2,Longitude,Latitude,SampleID,Crop,Comments,QCCoverage,QCFlags,CropExists,GrainMoisture,GrainProtein,GrainStarch,GrainGluten,GrainOil,GrainTestWeight,GrainCarbon,GrainNitrogen,GrainSulfur,ResidueCarbon,ResidueNitrogen,ResidueSulfur,GrainYieldWet,GrainYieldAirDry,ResidueMassWetPerArea,ResidueMassAirDryPerArea
2000,260,-117.081266,46.781567,2000_260,SB,,100,0,1,,,,,,,44.71,1.601,0.1324,,,,350.3001969,340.757874,465.2509843,447.5216649
2000,261,-117.080848,46.781423,2000_261,SB,,100,0,1,,,,,,,44.11,1.791,0.1371,43.53,0.5651,0.1222,557.441437,543.3169291,702.6471457,675.7729592
2000,262,-117.08043,46.781686,2000_262,SB,,100,0,1,,,,,,,44.6,1.858,0.15,,,,,519.6850394,,
2000,263,-117.080012,46.781657,2000_263,SB,,100,0,1,,,,,,,44.58,1.57,0.1252,,,,,523.9665354,,
2000,264,-117.079594,46.781621,2000_264,SB,,100,0,1,,,,,,,43.98,1.805,0.1431,,,,,599.8523622,,
2000,265,-117.0791581,46.78153382,2000_265,SB,,100,0,1,,,,,,,44.21,1.594,0.1289,,,,,550.0984252,,
2000,266,-117.078758,46.781554,2000_266,SB,,100,0,1,,,,,,,43.78,1.521,0.125,,,,,452.6574803,,
2000,267,-117.07834,46.781559,2000_267,SB,,100,0,1,,,,,,,44.63,1.849,0.1516,,,,,584.0059055,,
2000,268,-117.077922,46.781496,2000_268,SB,,100,0,1,,,,,,,43.99,1.426,0.1209,,,,,534.4980315,,
2000,269,-117.077504,46.78166,2000_269,SB,,100,0,1,,,,,,,48.36,1.409,0.128,,,,,572.7362205,,
2000,270,-117.077086,46.781434,2000_270,SB,,100,0,1,,,,,,,44.54,1.835,0.1491,,,,,512.1555118,,
2000,271,-117.076668,46.781558,2000_271,SB,,100,0,1,,,,,,,44.32,1.744,0.1426,,,,,456.496063,,
2000,272,-117.08559,46.781812,2000_272,SB,,100,0,1,,,,,,,44.12,1.5,0.1333,,,,,640.8956693,,
2000,273,-117.085172,46.78193,2000_273,SB,,100,0,1,,,,,,,44.07,1.837,0.1441,,,,,474.6062992,,
2000,274,-117.084754,46.781778,2000_274,SB,,100,0,1,,,,,,,43.87,1.712,0.1349,,,,,428.2972441,,
2000,275,-117.084357,46.78187778,2000_275,SB,,100,0,1,,,,,,,44.51,1.879,0.1413,,,,,596.9980315,,
2000,276,-117.083918,46.78182,2000_276,SB,,100,0,1,,,,,,,44.28,1.778,0.1329,,,,,462.5492126,,
2000,277,-117.0835,46.781883,2000_277,SB,,100,0,1,,,,,,,44.5,1.67,0.1303,44.14,0.5065,0.1017,378.4153543,367.0374016,517.253937,497.7884572
2000,278,-117.083082,46.781804,2000_278,SB,,100,0,1,,,,,,,44.65,1.654,0.124,43.4,0.4756,0.09163,490.2805118,478.9468504,625.4183071,601.6695058
2000,279,-117.0826501,46.78185937,2000_279,SB,,100,0,1,,,,,,,44.47,1.925,0.1429,45.71,0.5068,0.1161,558.9419291,540.5610236,785.644685,756.3003242
2000,280,-117.082246,46.78191,2000_280,SB,,100,0,1,,,,,,,44.4,1.524,0.1226,43.63,0.4344,0.09457,446.5255906,431.7027559,553.6220472,531.6332937
2000,281,-117.0818123,46.78170481,2000_281,SB,,100,0,1,,,,,,,44.38,1.818,0.1397,45.56,0.4669,0.1034,490.0147638,478.0610236,576.9635827,553.7181393
2000,282,-117.08141,46.781851,2000_282,SB,,100,0,1,,,,,,,44.76,1.856,0.1412,44.44,0.5988,0.1283,570.0541339,550.6003937,703.9124016,676.9681113
2000,283,-117.080992,46.781853,2000_283,SB,,100,0,1,,,,,,,44.49,1.961,0.1497,45.18,0.5723,0.1183,541.5895669,529.242126,1034.640748,993.7687838
2000,284,-117.080574,46.781709,2000_284,SB,,100,0,1,,,,,,,44.42,1.954,0.1489,45.33,0.5519,0.1246,371.4079724,363.8877953,613.7298228,588.9094686
2000,285,-117.080156,46.781972,2000_285,SB,,100,0,1,,,,,,,44.94,1.742,0.1348,,,,,584.6948819,,
2000,286,-117.079738,46.781943,2000_286,SB,,100,0,1,,,,,,,44.66,1.692,0.1391,,,,,556.5452756,,
2000,287,-117.07932,46.781907,2000_287,SB,,100,0,1,,,,,,,44.6,1.702,0.1341,,,,,473.2283465,,
2000,288,-117.0788662,46.78180208,2000_288,SB,,100,0,1,,,,,,,43.98,1.564,0.1229,,,,,559.3011811,,
2000,289,-117.078484,46.78184,2000_289,SB,,100,0,1,,,,,,,44.31,1.498,0.1245,,,,,542.9133858,,
2000,290,-117.078066,46.781845,2000_290,SB,,100,0,1,,,,,,,43.69,1.528,0.1295,,,,,527.7559055,,
2000,291,-117.077648,46.781782,2000_291,SB,,100,0,1,,,,,,,44.06,1.782,0.1439,,,,,371.4566929,,
2000,292,-117.07723,46.781946,2000_292,SB,,100,0,0,,,,,,,,,,,,,,,,
2000,293,-117.076812,46.78172,2000_293,SB,,100,0,1,,,,,,,44.61,1.911,0.1475,,,,,408.2185039,,
2000,297,-117.085536,46.782098,2000_297,SB,,100,0,1,,,,,,,44.79,2.083,0.1561,,,,,426.0334646,,
2000,298,-117.085118,46.782216,2000_298,SB,,100,0,1,,,,,,,44.1,1.37,0.1202,,,,,527.3622047,,
2000,299,-117.0847,46.782064,2000_299,SB,,100,0,1,,,,,,,44.62,2,0.156,,,,,560.4822835,,
2000,300,-117.084282,46.782153,2000_300,SB,,100,0,1,,,,,,,44.74,1.734,0.1373,,,,,506.25,,
2000,301,-117.083864,46.782106,2000_301,SB,,100,0,1,,,,,,,44.68,1.779,0.1357,,,,,526.9685039,,
2000,302,-117.0834303,46.78215462,2000_302,SB,,100,0,1,,,,,,,44.48,1.839,0.145,45.37,0.4168,0.09671,565.9399606,544.6948819,797.3474409,764.8988397
2000,303,-117.0830123,46.78207922,2000_303,SB,,100,0,1,,,,,,,44.75,1.727,0.1348,44.13,0.3452,0.07838,500.1181102,486.9685039,620.3051181,594.6349649
2000,304,-117.08261,46.782159,2000_304,SB,,100,0,1,,,,,,,44.15,1.492,0.1218,43.91,0.4697,0.08739,428.6466535,417.3818898,630.9498031,604.7075301
2000,305,-117.082192,46.782196,2000_305,SB,,100,0,1,,,,,,,44.88,1.754,0.1438,43.51,0.543,0.1092,552.0570866,538.5925197,689.0354331,660.808935
2000,306,-117.081774,46.781998,2000_306,SB,,100,0,1,,,,,,,44.16,1.714,0.1338,43.65,0.5236,0.1051,502.3572835,485.8366142,740.4084646,710.7385864
2000,307,-117.081356,46.782137,2000_307,SB,,100,0,1,,,,,,,44.1,1.648,0.1282,46.09,0.3031,0.07746,668.7647638,650.5511811,844.4734252,810.4096359
2000,308,-117.080938,46.782139,2000_308,SB,,100,0,1,,,,,,,44.7,2.096,0.1553,45.41,0.5463,0.1294,638.4645669,625.9448819,873.5433071,839.390239
2000,309,-117.080499,46.78197702,2000_309,SB,,100,0,1,,,,,,,43.89,1.646,0.1356,44.88,0.4801,0.09971,477.9872047,461.5255906,574.621063,550.247676
2000,310,-117.080102,46.782258,2000_310,SB,,100,0,1,,,,,,,44.21,1.396,0.1204,,,,,605.8562992,,
2000,311,-117.079684,46.782229,2000_311,SB,,100,0,1,,,,,,,,,,,,,,578.1003937,,
2000,312,-117.0793018,46.78221346,2000_312,SB,,100,0,1,,,,,,,44.25,1.352,0.1164,,,,,556.4468504,,
2000,313,-117.078848,46.782114,2000_313,SB,,100,0,1,,,,,,,43.94,1.465,0.1217,,,,,496.0137795,,
2000,314,-117.07843,46.782126,2000_314,SB,,100,0,1,,,,,,,44.46,1.533,0.129,,,,,457.3326772,,
2000,315,-117.0780418,46.78214737,2000_315,SB,,100,0,0,,,,,,,,,,,,,,,,
2000,316,-117.077594,46.782068,2000_316,SB,,100,0,0,,,,,,,,,,,,,,,,
2000,323,-117.0851352,46.78249247,2000_323,SB,,100,0,1,,,,,,,44.75,2.059,0.1563,,,,,567.6181102,,
2000,324,-117.084751,46.78235,2000_324,SB,,100,0,1,,,,,,,44.69,1.732,0.1395,,,,,471.0629921,,
2000,325,-117.084333,46.782439,2000_325,SB,,100,0,1,,,,,,,44.84,1.695,0.1403,,,,,531.6929134,,
2000,326,-117.083915,46.782392,2000_326,SB,,100,0,1,,,,,,,44.2,1.78,0.143,,,,,484.1043307,,
2000,327,-117.083497,46.782455,2000_327,SB,,100,0,1,,,,,,,44.14,1.339,0.1172,46.13,0.2651,0.06535,558.2972441,542.0374016,763.8484252,734.6597851
2000,328,-117.083079,46.782376,2000_328,SB,,100,0,1,,,,,,,44.59,1.655,0.1299,42.98,0.5481,0.1133,527.3326772,507.5393701,656.4271654,628.2301566
2000,329,-117.0826453,46.78243781,2000_329,SB,,100,0,1,,,,,,,45.12,2.062,0.1625,44.52,0.3747,0.1003,616.6978346,594.6948819,887.632874,846.3860281
2000,330,-117.082243,46.782482,2000_330,SB,,100,0,1,,,,,,,44.12,1.74,0.1419,45.08,0.5184,0.09991,558.9419291,543.3661417,737.613189,704.6794858
2000,331,-117.081825,46.782284,2000_331,SB,,100,0,1,,,,,,,44.55,1.779,0.1439,45.19,0.3753,0.08262,493.2923228,481.2598425,696.9635827,665.4675386
2000,332,-117.081407,46.782423,2000_332,SB,,100,0,1,,,,,,,44.67,1.558,0.1263,44.9,0.2894,0.0743,549.1978346,531.6535433,699.4242126,667.9028793
2000,333,-117.080989,46.782425,2000_333,SB,,100,0,1,,,,,,,44.87,1.757,0.1376,45.39,0.3806,0.1052,548.2135827,528.6515748,694.3061024,662.6333534
2000,334,-117.080571,46.782281,2000_334,SB,,100,0,1,,,,,,,44.19,1.662,0.1342,44.34,0.4003,0.09908,539.6456693,521.5649606,724.6751969,690.2527412
2000,335,-117.080153,46.782544,2000_335,SB,,100,0,1,,,,,,,44.74,1.734,0.1422,,,,,605.1673228,,
2000,336,-117.079735,46.782515,2000_336,SB,,100,0,1,,,,,,,43.79,1.491,0.1276,,,,,618.8484252,,
2000,337,-117.079317,46.782479,2000_337,SB,,100,0,1,,,,,,,43.89,1.571,0.1364,,,,,513.1889764,,
2000,338,-117.0788911,46.78239455,2000_338,SB,,100,0,1,,,,,,,44.61,0.9685,0.1145,,,,,509.6948819,,
2000,348,-117.084617,46.782636,2000_348,SB,,100,0,1,,,,,,,44.94,1.468,0.1318,,,,,514.4192913,,
2000,349,-117.084199,46.782725,2000_349,SB,,100,0,1,,,,,,,44.67,1.165,0.1109,,,,,596.4566929,,
2000,350,-117.083781,46.782678,2000_350,SB,,100,0,1,,,,,,,44.89,1.251,0.1242,41.49,0.4228,0.09639,464.4242126,451.3385827,659.4438976,627.2971503
2000,351,-117.083363,46.782741,2000_351,SB,,100,0,1,,,,,,,45.03,1.411,0.13,46.54,0.3582,0.07417,428.371063,416.2992126,633.9812992,605.2201034
2000,352,-117.0829188,46.78264763,2000_352,SB,,100,0,1,,,,,,,44.53,1.486,0.131,43.63,0.5335,0.1069,525.851378,511.0334646,623.2627953,595.5963516
2000,353,-117.082527,46.782731,2000_353,SB,,100,0,1,,,,,,,45.02,1.402,0.1343,44.68,0.4677,0.1218,555.8070866,541.5452756,959.7440945,916.6486536
2000,354,-117.082109,46.782768,2000_354,SB,,100,0,1,,,,,,,45.22,1.783,0.1546,43.8,0.4583,0.1059,501.0580709,487.4114173,887.2293307,846.0651829
2000,355,-117.081691,46.78257,2000_355,SB,,100,0,1,,,,,,,44.96,1.309,0.1299,44.17,0.4418,0.1158,603.1102362,580.4724409,782.7165354,746.2471928
2000,356,-117.081273,46.782709,2000_356,SB,,100,0,1,,,,,,,44.85,1.391,0.1343,45.82,0.3422,0.08973,496.1023622,481.6535433,756.1614173,722.7295562
2000,357,-117.080855,46.782711,2000_357,SB,,100,0,1,,,,,,,45.11,1.476,0.1353,43.19,0.5998,0.1233,427.7608268,415.1673228,641.8257874,608.2329618
2000,358,-117.0804141,46.78255608,2000_358,SB,,100,0,1,,,,,,,44.84,1.206,0.1232,43.62,0.3106,0.06115,455.0442913,441.7913386,715.5265748,682.4278837
2000,359,-117.080019,46.78283,2000_359,SB,,100,0,1,,,,,,,44.41,1.372,0.1328,,,,,471.6043307,,
2000,360,-117.079601,46.782801,2000_360,SB,,100,0,1,,,,,,,44.69,1.047,0.1205,,,,,496.1614173,,
2000,371,-117.0842298,46.78296597,2000_371,SB,,100,0,1,,,,,,,44.78,1.967,0.1742,,,,,452.8051181,,
2000,372,-117.083798,46.782964,2000_372,SB,,100,0,1,,,,,,,44.63,1.23,0.1283,45.8,0.2738,0.0856,505.1082677,493.2677165,612.1653543,584.1232076
2000,373,-117.08338,46.783027,2000_373,SB,,100,0,1,,,,,,,45.05,1.61,0.1505,43.11,0.474,0.1503,539.8818898,524.6653543,788.4645669,751.1562576
2000,374,-117.082962,46.782948,2000_374,SB,,100,0,1,,,,,,,44.44,1.311,0.1267,44.15,0.4977,0.09673,468.1594488,458.0807087,628.6417323,599.1082281
2000,375,-117.0825283,46.78300622,2000_375,SB,,100,0,1,,,,,,,44.69,1.182,0.1192,44.28,0.42,0.09733,470.4429134,458.6712598,606.2795276,577.4341258
2000,376,-117.082126,46.783054,2000_376,SB,,100,0,1,,,,,,,44.38,1.261,0.1266,45.02,0.3459,0.07428,463.4251969,451.6830709,658.1299213,628.214464
2000,377,-117.0816503,46.78282132,2000_377,SB,,100,0,1,,,,,,,44.49,1.301,0.1241,44.36,0.451,0.09647,386.6437008,375.7480315,722.4114173,688.7661652
2000,378,-117.08129,46.782995,2000_378,SB,,100,0,1,,,,,,,45.14,1.631,0.1505,45.2,0.3313,0.09343,453.769685,441.8405512,759.5669291,725.1963096
2000,379,-117.080872,46.782997,2000_379,SB,,100,0,1,,,,,,,44.85,1.224,0.1256,45.47,0.3654,0.07611,422.5639764,410.7874016,601.3041339,573.8632319
2000,380,-117.080454,46.782853,2000_380,SB,,100,0,1,,,,,,,44.69,1.341,0.1329,44.83,0.3964,0.08748,535.2066929,520.6299213,792.4015748,755.8920501
2000,381,-117.080036,46.783116,2000_381,SB,,100,0,1,,,,,,,44.6,0.9372,0.1196,,,,,426.5255906,,
2000,394,-117.0839099,46.78312585,2000_394,SB,,100,0,1,,,,,,,45.46,1.901,0.1656,,,,,512.6476378,,
2000,395,-117.083498,46.783313,2000_395,SB,,100,0,1,,,,,,,45.07,1.329,0.1418,44.43,0.5817,0.2165,508.7795276,496.3681102,831.230315,793.1782705
2000,396,-117.08308,46.783234,2000_396,SB,,100,0,1,,,,,,,44.21,1.721,0.1375,45.1,0.4468,0.1107,372.0669291,364.773622,555.492126,529.3311335
2000,397,-117.082662,46.783303,2000_397,SB,,100,0,1,,,,,,,44.81,1.233,0.1273,44.93,0.3604,0.113,340.757874,331.8011811,608.996063,581.3931487
2000,398,-117.0822755,46.78335797,2000_398,SB,,100,0,1,,,,,,,44.8,1.195,0.1282,45.04,0.3324,0.08666,444.3405512,433.0807087,583.0216535,556.3162639
2000,399,-117.081826,46.783142,2000_399,SB,,100,0,1,,,,,,,44.53,1.157,0.1265,43.79,0.2707,0.09118,407.4950787,396.9094488,614.4537402,586.1612576
2000,400,-117.081408,46.783281,2000_400,SB,,100,0,1,,,,,,,44.58,1.19,0.1203,45.29,0.288,0.08638,308.6663386,300.4527559,595.6643701,568.5281004
2000,401,-117.08099,46.783283,2000_401,SB,,100,0,1,,,,,,,44.94,1.17,0.1276,43.58,0.4801,0.1084,347.9035433,338.1003937,553.0314961,525.7738679
2000,402,-117.080572,46.783139,2000_402,SB,,100,0,1,,,,,,,45.13,1.656,0.1542,45.24,0.4635,0.1259,476.7519685,464.8228346,646.8700787,616.6405119
2000,419,-117.0832106,46.7834571,2000_419,SB,,100,0,1,,,,,,,44.38,1.172,0.1231,44.16,0.4155,0.1171,370.738189,364.1830709,688.5629921,655.65814
2000,420,-117.0827709,46.78351532,2000_420,SB,,100,0,1,,,,,,,45.02,1.482,0.1433,44.25,0.3886,0.09816,484.9507874,477.4704724,611.3582677,581.9904803
2000,421,-117.0823668,46.78355231,2000_421,SB,,100,0,1,,,,,,,45.41,1.986,0.1767,44.92,0.6683,0.1884,591.8799213,576.8799213,768.75,733.6672677
2000,422,-117.081933,46.783428,2000_422,SB,,100,0,1,,,,,,,44.93,1.627,0.1303,44.21,0.3461,0.1002,444.0895669,432.8346457,680.4183071,645.0471525
2000,423,-117.0814836,46.78355263,2000_423,SB,,100,0,0,,,,,,,,,,,,,,,,
2000,424,-117.081097,46.783569,2000_424,SB,,100,0,0,,,,,,,,,,,,,,,,
2000,425,-117.080679,46.783425,2000_425,SB,,100,0,0,,,,,,,,,,,,,,,,
2001,1,-117.087514,46.778729,2001_1,SC,,100,0,1,,,,,,,,,,45.26,0.3807,0.2317,,,,
2001,2,-117.0870646,46.77869163,2001_2,SP,,100,0,1,,,,,,,44.257,3.1934,,,,,115.385,108.195,,
2001,3,-117.086678,46.778791,2001_3,SP,,100,0,1,,,,,,,44.399,3.1909,,,,,164.635,154.195,,
2001,4,-117.08626,46.778761,2001_4,,,100,0,0,,,,,,,,,,,,,,,,
2001,5,-117.085842,46.778666,2001_5,,,100,0,0,,,,,,,,,,,,,,,,
2001,6,-117.0854188,46.77877321,2001_6,,,100,0,0,,,,,,,,,,,,,,,,
2001,7,-117.085006,46.778632,2001_7,SW,,100,0,1,,,,,,,43.87,2.095,0.1357,42.63,0.3908,0.1255,517.9478346,503.4891732,625.0935039,590.3785197
2001,8,-117.084588,46.778721,2001_8,SW,,100,0,1,,,,,,,45.76,2.678,0.1995,43,0.4232,0.1798,461.8454724,449.8966535,498.125,470.9456178
2001,9,-117.08417,46.778674,2001_9,SW,,100,0,1,,,,,,,44.89,2.093,0.1726,44.35,0.2373,0.1163,468.7352362,456.6387795,551.3730315,526.6802105
2001,10,-117.083752,46.778737,2001_10,SW,,100,0,1,,,,,,,44.94,2.165,0.1802,43.59,0.3402,0.1408,403.7746063,392.367126,525.0442913,500.0209292
2001,11,-117.083334,46.778658,2001_11,SW,,100,0,1,,,,,,,44.79,2.465,0.1964,44.72,0.4088,0.1403,430.3494094,418.3021654,628.6860236,597.1276353
2001,12,-117.0829398,46.77873108,2001_12,SW,,100,0,1,,,,,,,44.48,2.182,0.1792,43.89,0.3078,0.1548,399.3454724,388.1348425,389.2667323,372.6137747
2001,13,-117.082498,46.778764,2001_13,WW,,100,0,1,,,,,,,44.59,3.457,0.26,,,,293.390748,286.4124016,,
2001,14,-117.0816322,46.77868863,2001_14,WW,,100,0,1,,,,,,,43.3,1.986,0.1668,,,,524.0501969,510.5265748,,
2001,15,-117.081244,46.778707,2001_15,WW,,100,0,1,,,,,,,43.67,1.649,0.1441,,,,448.2135827,437.4458661,,
2001,16,-117.080408,46.778826,2001_16,WW,,100,0,1,,,,,,,43,1.869,0.1653,,,,510.7135827,502.8494094,,
2001,17,-117.07999,46.778797,2001_17,WW,,100,0,1,,,,,,,43.27,2.114,0.1827,42.22,0.729,0.1769,728.2332677,703.9320866,877.3769685,575.057027
2001,18,-117.0888801,46.77895174,2001_18,WB,,100,0,1,,,,,,,44.21,2.451,0.2386,,,,403.8730315,379.0797244,,
2001,19,-117.0884663,46.77882662,2001_19,WP,,100,0,1,,,,,,,43.279,3.4177,0.2822,,,,130.085,118.845,,
2001,20,-117.088064,46.778867,2001_20,WP,,100,0,1,,,,,,,43.727,3.291,0.2657,,,,97.785,89.895,,
2001,21,-117.087646,46.778842,2001_21,SC,,100,0,1,,,,,,,,,,,,,,,,
2001,22,-117.087228,46.779015,2001_22,SC,,100,0,1,,,,,,,62.526,3.2153,,,,,247.4901575,235.2362205,,
2001,23,-117.086831,46.77900278,2001_23,SC,,100,0,1,,,,,,,63.117,3.2877,,45.79,0.3223,0.2082,235.7775591,224.4094488,653.1496063,552.7731716
2001,24,-117.086392,46.779077,2001_24,SP,,100,0,1,,,,,,,43.046,3.0563,,44.67,0.4696,0.2327,116.885,109.995,166.295,162.3888608
2001,25,-117.085974,46.779047,2001_25,,,100,0,0,,,,,,,,,,,,,,,,
2001,26,-117.085556,46.778952,2001_26,,,100,0,0,,,,,,,,,,,,,,,,
2001,27,-117.085117,46.77906282,2001_27,SW,,100,0,1,,,,,,,44.77,2.47,0.1942,43.66,0.723,0.1808,405.2509843,393.2529528,533.6564961,509.7570966
2001,28,-117.08472,46.778918,2001_28,,,100,0,0,,,,,,,,,,,,,,,,
2001,29,-117.084302,46.779007,2001_29,SW,,100,0,1,,,,,,,45.04,2.32,0.1872,43.56,0.3701,0.1242,435.7627953,422.9773622,547.2883858,518.4241232
2001,30,-117.083884,46.77896,2001_30,SW,,100,0,1,,,,,,,44.82,2.279,0.187,43.92,0.3516,0.1504,428.3809055,415.9891732,524.6505906,498.8120894
2001,31,-117.083466,46.779023,2001_31,SW,,100,0,1,,,,,,,44.73,2.173,0.1764,43.97,0.2857,0.1251,473.1643701,459.5915354,525.2903543,497.8749698
2001,32,-117.083048,46.778944,2001_32,SW,,100,0,1,,,,,,,44.56,2.045,0.1643,43.96,0.2764,0.1131,434.2864173,421.8454724,513.9222441,489.2388814
2001,33,-117.08263,46.779013,2001_33,SW,,100,0,1,,,,,,,44.57,2.837,0.2134,43.43,0.4473,0.1315,289.109252,280.9498031,380.0639764,364.493159
2001,34,-117.082212,46.77905,2001_34,,,100,0,0,,,,,,,,,,,,,,,,
2001,35,-117.081794,46.778852,2001_35,WW,,100,0,1,,,,,,,43.6,2.206,0.1831,,,,577.0521654,566.7765748,,
2001,36,-117.0814058,46.77900737,2001_36,WW,,100,0,1,,,,,,,43.32,1.802,0.1522,,,,612.0915354,596.3041339,,
2001,37,-117.080958,46.778993,2001_37,WW,,100,0,1,,,,,,,44.1,3.054,0.23,,,,353.2824803,344.8769685,,
2001,38,-117.08054,46.778849,2001_38,WW,,100,0,1,,,,,,,43.44,1.858,0.1619,,,,503.3316929,490.6938976,,
2001,39,-117.080122,46.779112,2001_39,WW,,100,0,1,,,,,,,43.97,2.46,0.2005,,,,453.1840551,441.382874,,
2001,40,-117.079704,46.779083,2001_40,WW,,100,0,1,,,,,,,44.02,2.504,0.223,,,,416.3730315,400.9793307,,
2001,41,-117.079286,46.779047,2001_41,WW,,100,0,1,,,,,,,43.61,1.935,0.1664,,,,626.117126,611.1663386,,
2001,42,-117.0887062,46.77911338,2001_42,WB,,100,0,1,,,,,,,43.51,2.225,0.2189,,,,653.3809055,638.0856299,,
2001,43,-117.088318,46.779153,2001_43,WB,,100,0,1,,,,,,,43.87,1.978,0.2056,,,,655.0049213,630.7529528,,
2001,44,-117.0879,46.779128,2001_44,WP,,100,0,1,,,,,,,44.556,3.8728,0.3236,,,,111.185,101.995,,
2001,45,-117.0874635,46.77928833,2001_45,SC,,100,0,1,,,,,,,,,,,,,,,,
2001,46,-117.087064,46.779278,2001_46,SC,,100,0,1,,,,,,,,,,,,,,,,
2001,47,-117.086646,46.779363,2001_47,SC,,100,0,1,,,,,,,62.481,3.6131,,,,,327.2637795,312.5,,
2001,48,-117.086228,46.779333,2001_48,SP,,100,0,1,,,,,,,44.284,3.2282,,,,,213.735,195.545,,
2001,49,-117.08581,46.779238,2001_49,,,100,0,0,,,,,,,,,,,,,,,,
2001,50,-117.0853355,46.77932123,2001_50,SW,,100,0,1,,,,,,,44.57,1.897,0.1585,43.23,0.2551,0.1173,483.4498031,470.0246063,559.886811,526.526857
2001,51,-117.0849635,46.77919681,2001_51,SW,,100,0,1,,,,,,,44.95,2.328,0.1682,42.85,0.4263,0.1328,530.7431102,515.398622,671.3533465,636.9184016
2001,52,-117.084556,46.779293,2001_52,SW,,100,0,1,,,,,,,44.94,2.164,0.1822,44.07,0.3728,0.1468,430.5462598,417.9576772,488.1348425,462.3464914
2001,53,-117.084138,46.779246,2001_53,SW,,100,0,1,,,,,,,44.88,2.126,0.1813,44.06,0.4679,0.1574,419.7687008,406.3435039,590.6938976,551.5403099
2001,54,-117.08372,46.779309,2001_54,SW,,100,0,1,,,,,,,44.35,1.981,0.1654,42.48,0.4598,0.1567,433.2529528,420.0738189,463.4301181,434.5331889
2001,55,-117.083302,46.77923,2001_55,SW,,100,0,1,,,,,,,44.13,1.951,0.1618,43.72,0.3095,0.1211,415.4379921,403.6860236,492.8100394,463.8003801
2001,56,-117.0829019,46.77931128,2001_56,SW,,100,0,1,,,,,,,44.67,1.924,0.1588,42.74,0.3735,0.1294,463.1742126,450.3395669,541.4320866,513.4001654
2001,57,-117.082466,46.779336,2001_57,SW,,100,0,1,,,,,,,44.86,2.26,0.1767,43.69,0.2957,0.1211,373.9025591,362.7411417,360.5265748,342.3964561
2001,58,-117.082048,46.779138,2001_58,,,100,0,0,,,,,,,,,,,,,,,,
2001,59,-117.0816002,46.77925244,2001_59,WW,,100,0,1,,,,,,,43.49,1.897,0.1664,,,,418.0462598,411.0187008,,
2001,60,-117.081212,46.779279,2001_60,WW,,100,0,1,,,,,,,43.37,1.87,0.1577,,,,559.5324803,550.3395669,,
2001,61,-117.080794,46.779135,2001_61,WW,,100,0,1,,,,,,,43.77,1.973,0.1798,,,,574.5915354,561.0187008,,
2001,62,-117.0803999,46.77941847,2001_62,WW,,100,0,1,,,,,,,43.63,1.935,0.1723,,,,538.371063,527.4064961,,
2001,63,-117.079958,46.779369,2001_63,WW,,100,0,1,,,,,,,43.58,1.969,0.1691,,,,525.871063,513.2824803,,
2001,64,-117.07954,46.779333,2001_64,WW,,100,0,1,,,,,,,43.57,1.73,0.1529,,,,545.0147638,537.4458661,,
2001,65,-117.079122,46.779254,2001_65,WW,,100,0,1,,,,,,,43.68,1.804,0.1552,,,,668.1938976,643.5974409,,
2001,66,-117.0787339,46.77928646,2001_66,WW,,100,0,1,,,,,,,43.35,2.013,0.1736,,,,649.2962598,636.1663386,,
2001,67,-117.078286,46.779271,2001_67,WW,,100,0,1,,,,,,,43.32,1.883,0.1608,,,,486.3041339,476.8159449,,
2001,68,-117.088231,46.779439,2001_68,WB,,100,0,1,,,,,,,44.14,2.165,0.2177,,,,554.4143701,518.4498031,,
2001,69,-117.087813,46.779414,2001_69,WP,,100,0,1,,,,,,,44.625,3.7164,0.2488,,,,144.935,135.595,,
2001,70,-117.087395,46.779587,2001_70,WP,,100,0,1,,,,,,,43.72,3.274,0.2376,,,,43.535,39.945,,
2001,71,-117.086977,46.779564,2001_71,SC,,100,0,1,,,,,,,,,,,,,,,,
2001,72,-117.086559,46.779649,2001_72,SC,,100,0,1,,,,,,,62.592,3.729,,,,,287.992126,273.6220472,,
2001,73,-117.0861725,46.77963697,2001_73,SC,,100,0,1,,,,,,,61.56,3.8365,,,,,312.4507874,299.7047244,,
2001,74,-117.0856916,46.77950963,2001_74,SB,,100,0,1,,,,,,,43.36,1.633,0.1632,,,,282.7116142,262.6919291,,
2001,75,-117.085305,46.779642,2001_75,SB,,100,0,1,,,,,,,43.37,1.566,0.1535,,,,591.1761811,549.5521654,,
2001,76,-117.084887,46.77949,2001_76,SW,,100,0,1,,,,,,,44.97,1.909,0.1555,44.73,0.2202,0.09085,490.8316929,476.1761811,622.0423228,568.4470519
2001,77,-117.084469,46.779579,2001_77,SW,,100,0,1,,,,,,,44.37,2.085,0.1647,43.63,0.2909,0.1142,507.0718504,492.367126,607.9183071,564.3066072
2001,78,-117.084051,46.779532,2001_78,SW,,100,0,1,,,,,,,45.3,2.122,0.1707,43.06,0.3678,0.1594,570.113189,552.7509843,623.9616142,582.0438765
2001,79,-117.083633,46.779595,2001_79,SW,,100,0,1,,,,,,,44.89,1.949,0.1543,42.87,0.3532,0.126,484.6801181,470.5659449,568.4990157,529.0318062
2001,80,-117.083215,46.779516,2001_80,SW,,100,0,1,,,,,,,44.71,1.877,0.1528,42.88,0.2631,0.1144,430.644685,417.7116142,500.3887795,461.795563
